Age,Gender,Education,Income,Debt,Credit_Score,Loan_Amount,Loan_Term,Num_Credit_Cards,Payment_History,Employment_Status,Residence_Type,Marital_Status,Creditworthiness
27,Female,Bachelor,140725,7798,801,16513,36,2,Good,Self-Employed,Rented,Divorced,0
69,Female,Master,92173,18228,823,18581,60,7,Bad,Employed,Owned,Divorced,1
43,Male,High School,69504,36739,579,24978,60,4,Good,Unemployed,Mortgaged,Married,1
58,Male,PhD,90500,35036,344,46918,60,7,Average,Self-Employed,Mortgaged,Single,1
52,Male,Bachelor,72340,49720,480,7622,24,7,Good,Unemployed,Owned,Divorced,1
69,Male,High School,149222,30309,700,12703,12,3,Good,Employed,Rented,Married,0
42,Female,Master,54070,5744,673,9738,60,3,Good,Employed,Rented,Married,0
43,Female,PhD,93285,41503,533,48452,60,6,Average,Unemployed,Rented,Single,1
28,Female,PhD,86382,15548,485,34686,48,2,Good,Employed,Rented,Married,1
55,Female,High School,98926,43589,374,15268,36,8,Good,Self-Employed,Mortgaged,Single,1
19,Male,Master,99271,4530,532,11713,24,8,Average,Employed,Rented,Single,1
24,Female,PhD,109441,38853,467,42029,24,4,Average,Employed,Owned,Single,1
35,Male,Master,143405,9995,834,40428,48,2,Good,Self-Employed,Mortgaged,Single,0
44,Female,Bachelor,34876,25703,706,8720,60,9,Good,Unemployed,Rented,Divorced,1
51,Male,PhD,99503,26527,529,28230,48,9,Average,Employed,Rented,Divorced,1
44,Male,Bachelor,71676,36032,592,8143,12,2,Bad,Unemployed,Rented,Married,1
34,Male,PhD,38262,32430,699,12198,60,4,Bad,Self-Employed,Owned,Married,1
60,Male,High School,122409,1019,337,11896,24,1,Average,Unemployed,Owned,Single,0
61,Male,PhD,105550,46730,531,45670,36,6,Bad,Employed,Rented,Divorced,0
68,Female,PhD,44054,24241,467,24085,48,1,Bad,Employed,Owned,Married,0
41,Male,Master,115491,8296,584,48240,48,7,Average,Employed,Rented,Single,1
42,Female,Master,43051,17333,402,30273,24,9,Bad,Self-Employed,Owned,Married,0
24,Female,Bachelor,149833,42516,444,39686,60,9,Average,Employed,Mortgaged,Divorced,0
69,Male,Bachelor,48385,19628,665,6987,60,2,Bad,Unemployed,Rented,Single,1
23,Female,Bachelor,55587,20367,452,5275,60,8,Good,Employed,Owned,Married,1
41,Female,PhD,148595,12755,721,2485,36,3,Good,Self-Employed,Rented,Divorced,1
50,Female,PhD,75131,36493,618,5316,36,5,Average,Unemployed,Mortgaged,Divorced,0
66,Male,Bachelor,113019,22750,784,12723,60,4,Average,Unemployed,Mortgaged,Divorced,1
46,Male,High School,47653,14025,382,18913,36,6,Bad,Self-Employed,Owned,Divorced,1
60,Male,High School,126381,5887,832,7705,48,7,Average,Unemployed,Mortgaged,Single,0
39,Male,PhD,64790,14658,587,25549,60,9,Bad,Employed,Rented,Divorced,1
43,Female,High School,62018,6226,788,22000,36,5,Average,Unemployed,Mortgaged,Single,1
45,Female,High School,116430,36596,567,33438,48,2,Average,Self-Employed,Rented,Divorced,0
67,Female,Bachelor,137177,46799,378,36512,48,4,Average,Unemployed,Owned,Divorced,1
38,Female,High School,80992,4988,675,19355,36,2,Good,Unemployed,Mortgaged,Divorced,1
66,Female,High School,115378,22663,450,16058,60,1,Good,Self-Employed,Mortgaged,Divorced,0
24,Female,PhD,74840,19853,314,39243,60,2,Bad,Unemployed,Rented,Married,0
34,Male,PhD,105184,19014,400,18129,36,7,Average,Self-Employed,Mortgaged,Divorced,1
37,Female,PhD,117292,15239,687,8269,36,2,Average,Employed,Owned,Single,1
58,Female,High School,107943,37046,334,9489,12,4,Good,Self-Employed,Mortgaged,Divorced,1
66,Female,Bachelor,64561,19422,650,14239,48,5,Good,Unemployed,Rented,Married,1
37,Male,Master,136981,22816,582,39287,60,3,Good,Unemployed,Mortgaged,Single,1
39,Female,PhD,102594,28055,824,22451,24,4,Bad,Employed,Rented,Single,1
45,Female,PhD,30070,7470,464,13432,48,3,Average,Unemployed,Owned,Married,1
57,Male,PhD,59025,24461,727,31651,60,8,Bad,Unemployed,Rented,Divorced,0
66,Female,Bachelor,53779,46534,557,33589,12,8,Good,Unemployed,Owned,Divorced,1
24,Male,Master,143673,5761,742,42528,48,3,Good,Unemployed,Mortgaged,Single,1
18,Male,Master,36616,22603,419,9015,48,9,Bad,Self-Employed,Owned,Single,1
49,Female,PhD,115909,35155,368,23439,60,9,Good,Unemployed,Owned,Single,1
30,Female,High School,137715,48914,573,5838,24,7,Average,Self-Employed,Mortgaged,Single,0
47,Male,PhD,148321,22996,621,43554,36,1,Average,Unemployed,Rented,Married,0
40,Female,PhD,138297,40978,661,9336,24,3,Average,Unemployed,Mortgaged,Single,0
68,Female,High School,120477,34342,798,4344,12,8,Good,Unemployed,Mortgaged,Single,1
36,Male,High School,121688,10913,503,10403,48,6,Good,Employed,Owned,Single,1
49,Male,PhD,147486,42978,805,44140,60,9,Bad,Self-Employed,Owned,Divorced,1
47,Female,Bachelor,148483,41564,408,8994,48,9,Good,Employed,Rented,Married,1
46,Male,Bachelor,137016,30999,564,36529,36,1,Good,Unemployed,Owned,Divorced,1
66,Female,High School,20797,32748,687,14734,24,6,Average,Employed,Mortgaged,Divorced,1
62,Female,PhD,59889,33331,715,20644,24,3,Good,Employed,Rented,Married,1
46,Female,Bachelor,84390,45380,611,23886,12,5,Good,Employed,Mortgaged,Divorced,1
47,Female,PhD,33594,35224,551,44084,60,1,Average,Self-Employed,Owned,Single,1
33,Male,PhD,67754,35363,687,46419,36,7,Bad,Unemployed,Mortgaged,Single,1
57,Female,PhD,138372,25692,502,835,36,6,Average,Unemployed,Rented,Single,1
36,Male,Bachelor,73639,8986,409,18762,60,5,Good,Self-Employed,Rented,Married,0
35,Female,Master,93226,14146,381,28367,12,2,Good,Self-Employed,Owned,Single,0
18,Female,PhD,32669,43810,492,35120,36,8,Bad,Unemployed,Rented,Single,1
31,Male,Bachelor,149239,34599,438,5255,12,5,Bad,Unemployed,Owned,Divorced,1
68,Female,Master,104509,22352,520,35268,60,2,Average,Employed,Mortgaged,Single,0
64,Male,High School,41085,11973,488,46167,60,4,Average,Self-Employed,Rented,Married,1
67,Male,Bachelor,48787,19501,639,38506,60,8,Bad,Unemployed,Rented,Divorced,1
19,Female,Master,110620,21866,777,8288,36,8,Average,Unemployed,Rented,Married,1
45,Female,Bachelor,44051,19390,721,30075,60,3,Average,Employed,Rented,Married,1
66,Female,Master,75566,44531,496,19013,36,8,Good,Unemployed,Rented,Divorced,1
67,Female,Master,70615,42256,497,5632,12,9,Bad,Self-Employed,Rented,Married,1
47,Male,Bachelor,97090,40528,623,27032,48,2,Average,Self-Employed,Mortgaged,Single,1
55,Female,High School,72262,42678,559,19409,12,6,Bad,Self-Employed,Mortgaged,Married,0
68,Female,PhD,135735,28712,498,19230,36,3,Bad,Employed,Mortgaged,Divorced,1
21,Female,Master,57639,6694,436,1249,24,5,Good,Employed,Owned,Divorced,1
18,Female,PhD,98890,20463,645,11435,24,4,Bad,Self-Employed,Mortgaged,Single,1
25,Female,High School,25289,22662,799,16549,48,8,Bad,Unemployed,Rented,Single,0
46,Male,PhD,139123,1010,474,42759,60,7,Bad,Unemployed,Rented,Married,0
56,Female,PhD,44744,38648,788,41763,12,7,Bad,Unemployed,Mortgaged,Divorced,0
20,Male,Bachelor,148814,28515,768,3415,12,1,Bad,Self-Employed,Rented,Divorced,1
49,Female,Bachelor,37945,11846,615,32006,36,6,Good,Self-Employed,Owned,Single,0
27,Female,High School,109779,48258,679,6456,48,2,Bad,Self-Employed,Mortgaged,Married,0
27,Female,Bachelor,134135,47285,741,20228,60,8,Good,Employed,Owned,Single,0
36,Male,Master,141493,29026,432,8079,48,6,Good,Employed,Mortgaged,Single,1
63,Female,High School,76964,17982,326,8727,24,9,Bad,Self-Employed,Rented,Single,1
51,Male,Bachelor,124590,18207,556,13209,48,1,Good,Self-Employed,Owned,Divorced,1
50,Male,Bachelor,44227,44357,655,20433,60,8,Average,Unemployed,Rented,Divorced,1
40,Female,High School,113284,38985,535,22505,60,2,Good,Employed,Mortgaged,Divorced,1
45,Male,Master,102494,40854,658,43845,12,7,Bad,Unemployed,Rented,Divorced,0
49,Female,High School,132220,13306,570,18317,12,3,Average,Self-Employed,Owned,Married,1
67,Female,Bachelor,29934,1312,848,29634,60,7,Good,Self-Employed,Mortgaged,Divorced,1
24,Male,Bachelor,65530,44934,809,49140,12,1,Bad,Employed,Mortgaged,Married,0
46,Female,High School,73168,7671,738,580,12,9,Average,Employed,Rented,Divorced,1
25,Female,Master,96086,24084,770,42962,12,6,Bad,Unemployed,Rented,Divorced,1
18,Male,Master,85095,45698,610,22389,60,7,Bad,Unemployed,Owned,Divorced,1
20,Male,PhD,141915,36260,516,13207,12,9,Bad,Employed,Owned,Divorced,0
41,Male,Master,89560,43905,611,19826,24,1,Average,Self-Employed,Mortgaged,Married,0
40,Male,High School,51772,17614,529,25870,60,8,Average,Employed,Mortgaged,Single,1
25,Male,Master,28722,11864,639,43190,48,7,Average,Unemployed,Mortgaged,Single,0
64,Male,Master,70142,49114,794,25259,36,2,Bad,Employed,Owned,Single,1
54,Female,PhD,87656,16224,463,26247,36,1,Average,Unemployed,Rented,Divorced,1
20,Male,Master,115625,48462,415,35310,24,1,Good,Unemployed,Rented,Single,0
68,Male,PhD,106884,45414,370,45136,60,4,Good,Unemployed,Mortgaged,Married,1
50,Female,PhD,137129,45543,352,30011,48,5,Bad,Self-Employed,Mortgaged,Married,1
45,Female,Master,25877,1043,641,36828,60,7,Average,Unemployed,Rented,Married,1
64,Male,Bachelor,129024,41300,631,8293,48,8,Bad,Self-Employed,Mortgaged,Single,0
25,Male,High School,38904,25476,378,10574,48,2,Bad,Self-Employed,Mortgaged,Married,1
51,Female,High School,106328,28500,406,49933,60,9,Average,Employed,Owned,Divorced,1
52,Male,Master,111573,29269,381,5210,12,7,Bad,Self-Employed,Rented,Married,1
49,Male,High School,102871,20841,501,46129,36,6,Average,Self-Employed,Rented,Single,1
41,Female,High School,100195,39152,691,41041,12,8,Bad,Employed,Owned,Single,1
31,Male,PhD,49684,31931,529,41876,36,2,Average,Employed,Owned,Single,1
49,Female,Bachelor,86500,6615,319,17200,12,1,Bad,Unemployed,Owned,Single,0
63,Male,High School,54902,28961,622,44759,60,5,Good,Self-Employed,Rented,Married,1
60,Female,Bachelor,73606,33513,767,19847,60,9,Good,Unemployed,Rented,Married,1
33,Female,High School,143574,22890,609,34359,48,7,Bad,Self-Employed,Owned,Divorced,1
21,Female,Bachelor,120548,27870,771,27920,24,7,Bad,Self-Employed,Rented,Married,1
69,Male,Bachelor,55571,36763,373,22483,60,9,Good,Unemployed,Rented,Divorced,1
54,Female,High School,89447,46876,735,17560,36,5,Good,Self-Employed,Owned,Single,0
38,Male,PhD,96752,48175,761,34392,48,5,Good,Self-Employed,Mortgaged,Divorced,0
31,Female,Bachelor,86944,45327,449,10982,36,7,Bad,Employed,Rented,Married,1
48,Female,Bachelor,107157,44302,614,34381,12,6,Good,Self-Employed,Mortgaged,Single,1
65,Female,High School,106513,25746,549,2472,24,6,Bad,Unemployed,Rented,Married,1
35,Male,Bachelor,98731,38109,573,11640,60,8,Average,Self-Employed,Mortgaged,Single,1
24,Male,Bachelor,63938,30836,781,8267,12,4,Bad,Employed,Mortgaged,Divorced,1
27,Female,PhD,77203,10831,381,21106,48,2,Bad,Employed,Rented,Married,1
24,Male,Bachelor,77805,34384,531,37982,36,3,Bad,Employed,Rented,Single,1
50,Male,PhD,125967,34007,330,8161,24,4,Good,Unemployed,Rented,Married,0
40,Male,Bachelor,128113,39820,383,7643,60,5,Bad,Employed,Rented,Single,0
38,Female,Bachelor,92649,40222,341,42215,36,2,Average,Self-Employed,Mortgaged,Married,1
36,Male,PhD,60910,30069,550,45228,60,8,Bad,Self-Employed,Owned,Divorced,1
65,Female,PhD,42761,43816,809,32664,60,5,Average,Self-Employed,Rented,Married,1
36,Female,Master,44992,42882,686,37104,36,7,Bad,Self-Employed,Rented,Married,1
53,Female,Bachelor,99314,18196,565,24193,60,9,Average,Unemployed,Owned,Single,1
46,Male,PhD,107521,5999,321,12664,48,7,Average,Unemployed,Rented,Married,1
35,Female,Bachelor,136076,25026,706,47856,24,4,Good,Self-Employed,Rented,Divorced,1
19,Male,Bachelor,75448,2730,375,7881,12,3,Average,Self-Employed,Rented,Married,0
18,Male,Bachelor,89903,4424,786,31518,24,8,Bad,Employed,Mortgaged,Single,1
64,Female,High School,65447,39830,650,1183,12,9,Average,Unemployed,Mortgaged,Married,1
22,Female,Master,30786,30716,539,35243,48,5,Average,Self-Employed,Owned,Divorced,1
37,Female,High School,131316,32226,350,803,24,6,Average,Employed,Owned,Married,0
28,Male,Master,62706,3207,775,12689,48,6,Good,Unemployed,Owned,Single,1
59,Male,Bachelor,129997,14031,824,41177,36,3,Bad,Self-Employed,Mortgaged,Married,1
19,Female,Bachelor,148650,29008,456,37272,12,4,Average,Employed,Rented,Divorced,1
20,Female,PhD,116444,30484,498,9952,36,9,Bad,Unemployed,Mortgaged,Married,0
40,Male,Master,96587,47635,730,7897,36,6,Bad,Unemployed,Rented,Single,1
29,Male,Master,122282,4368,417,6326,24,5,Average,Unemployed,Rented,Divorced,1
37,Female,High School,35611,22855,374,9886,60,9,Good,Self-Employed,Mortgaged,Married,1
22,Male,Master,24490,3227,666,40987,60,8,Good,Unemployed,Rented,Divorced,1
54,Male,Bachelor,147637,49522,477,44819,48,9,Bad,Self-Employed,Mortgaged,Single,0
55,Male,PhD,70004,31322,407,49367,24,9,Good,Self-Employed,Mortgaged,Divorced,1
47,Male,High School,80634,44220,778,8925,36,4,Good,Unemployed,Mortgaged,Divorced,1
26,Male,PhD,116849,13817,392,11612,48,8,Average,Self-Employed,Owned,Divorced,1
51,Male,Master,149213,47474,399,34986,36,9,Good,Self-Employed,Rented,Single,1
61,Female,Master,26377,48130,480,992,48,5,Average,Employed,Owned,Divorced,1
52,Male,High School,29903,14226,395,11974,12,4,Good,Unemployed,Owned,Married,0
69,Female,Master,34567,44877,531,8529,48,1,Average,Employed,Rented,Divorced,1
39,Female,PhD,108421,45480,550,45784,48,3,Bad,Employed,Mortgaged,Married,1
61,Male,Bachelor,145405,32157,318,41804,36,2,Bad,Unemployed,Owned,Divorced,1
41,Female,High School,113758,21764,586,6386,60,7,Average,Self-Employed,Owned,Married,1
34,Female,Master,142802,19204,506,14912,36,4,Good,Employed,Mortgaged,Single,1
27,Female,PhD,68556,1188,610,8956,24,9,Average,Self-Employed,Mortgaged,Single,0
47,Male,Bachelor,46606,31397,402,29915,36,9,Good,Self-Employed,Mortgaged,Divorced,1
63,Female,Master,143116,10414,458,18556,60,2,Good,Employed,Rented,Married,1
40,Male,High School,102976,38989,677,20531,24,3,Bad,Self-Employed,Rented,Divorced,1
49,Female,Master,22260,42438,523,23272,60,8,Bad,Unemployed,Mortgaged,Divorced,1
34,Female,Master,50267,7746,391,41888,24,3,Good,Employed,Rented,Divorced,1
67,Female,Master,112538,15331,475,15280,36,4,Average,Self-Employed,Mortgaged,Married,1
68,Female,Bachelor,78369,12254,409,30428,60,3,Average,Employed,Mortgaged,Married,1
34,Male,Bachelor,70060,11217,478,9145,60,2,Good,Employed,Rented,Divorced,1
31,Female,Master,36833,16583,752,25424,12,1,Average,Unemployed,Rented,Single,1
26,Female,Master,135256,38380,374,48721,12,3,Bad,Self-Employed,Mortgaged,Single,0
57,Male,High School,23498,35318,791,41881,48,9,Good,Unemployed,Rented,Single,1
19,Male,Master,145740,16800,402,27838,12,8,Average,Employed,Owned,Married,1
62,Male,PhD,85310,31212,340,39901,60,9,Good,Self-Employed,Owned,Married,0
42,Female,PhD,66729,48333,734,46241,48,5,Good,Employed,Owned,Divorced,1
56,Male,High School,30518,28492,633,15983,36,5,Bad,Self-Employed,Mortgaged,Married,1
26,Male,Bachelor,98037,33592,579,17465,48,8,Average,Unemployed,Owned,Divorced,1
39,Male,Master,42254,6233,841,35930,24,5,Good,Employed,Mortgaged,Single,1
60,Male,High School,119612,23019,805,22236,48,4,Good,Self-Employed,Rented,Divorced,0
63,Male,Bachelor,101438,12447,542,32307,12,9,Average,Unemployed,Rented,Married,0
21,Male,High School,119021,15036,378,16466,36,1,Average,Unemployed,Owned,Single,1
43,Female,Bachelor,45545,11998,736,4758,24,6,Average,Employed,Mortgaged,Married,1
46,Male,Master,23345,33801,760,7423,48,7,Average,Unemployed,Mortgaged,Single,0
62,Female,High School,100906,25871,496,27427,36,6,Good,Self-Employed,Owned,Married,1
51,Male,Master,149894,28076,330,43826,12,8,Average,Employed,Owned,Married,1
40,Male,High School,76366,45739,329,26105,36,8,Good,Employed,Rented,Single,0
54,Male,Bachelor,142370,29152,412,34592,36,5,Good,Self-Employed,Rented,Single,1
28,Female,High School,66721,2429,689,47437,24,4,Average,Unemployed,Rented,Single,1
23,Male,PhD,79829,11381,575,33368,60,7,Bad,Self-Employed,Owned,Divorced,1
35,Male,PhD,113767,2987,519,17299,12,9,Bad,Self-Employed,Rented,Divorced,1
38,Male,High School,137406,30319,575,21943,24,2,Bad,Employed,Rented,Married,1
59,Male,PhD,127399,23655,311,10075,24,7,Good,Employed,Mortgaged,Married,1
53,Female,Master,29642,20266,792,46710,24,6,Good,Self-Employed,Rented,Single,0
58,Female,PhD,103375,49028,348,15730,60,3,Bad,Unemployed,Rented,Married,0
55,Female,PhD,109217,44737,309,34311,60,2,Average,Employed,Mortgaged,Single,1
51,Female,Master,84533,12889,560,18630,48,1,Good,Self-Employed,Rented,Single,1
34,Female,Master,92571,49477,619,31514,48,2,Average,Employed,Mortgaged,Married,0
54,Male,Bachelor,149412,2547,485,21375,12,5,Good,Unemployed,Rented,Single,0
42,Male,Master,73382,45275,528,15127,12,1,Bad,Employed,Rented,Married,0
55,Male,High School,53299,34281,320,24541,60,8,Bad,Unemployed,Rented,Single,1
29,Female,PhD,55035,46056,315,4943,60,4,Average,Unemployed,Rented,Divorced,1
40,Male,Bachelor,135020,14550,779,9980,60,3,Average,Self-Employed,Rented,Single,1
59,Female,Master,139937,6174,305,4670,24,2,Good,Self-Employed,Owned,Married,1
39,Male,PhD,43583,37334,597,37416,60,1,Good,Unemployed,Owned,Divorced,1
38,Female,High School,42105,21187,558,23093,24,8,Good,Employed,Owned,Married,1
44,Male,High School,101666,4938,339,33305,24,9,Good,Self-Employed,Owned,Single,1
48,Male,Bachelor,33736,2471,575,42225,12,3,Average,Unemployed,Owned,Single,1
23,Male,High School,62281,17721,818,45337,36,3,Bad,Employed,Rented,Married,1
44,Male,PhD,99351,8051,810,43924,48,9,Average,Employed,Mortgaged,Married,1
57,Female,Master,109932,8444,607,5306,48,7,Average,Self-Employed,Mortgaged,Divorced,1
51,Male,High School,44312,28657,832,38111,12,9,Bad,Employed,Rented,Divorced,0
29,Male,Master,97780,37180,779,47048,12,2,Average,Self-Employed,Mortgaged,Divorced,0
62,Male,PhD,62668,30799,713,27967,60,7,Average,Employed,Owned,Married,1
24,Female,PhD,75652,3392,822,33383,60,8,Good,Employed,Owned,Married,0
27,Male,Master,31718,16729,764,17162,60,4,Average,Unemployed,Mortgaged,Married,1
62,Male,PhD,102320,34744,708,21587,24,4,Average,Employed,Rented,Married,1
34,Male,Bachelor,116219,44205,349,46628,24,2,Average,Employed,Owned,Married,0
43,Male,High School,141727,30709,344,21348,60,2,Average,Employed,Rented,Single,1
38,Male,Bachelor,130126,37836,570,29541,24,4,Average,Self-Employed,Rented,Single,1
45,Female,Bachelor,63997,10895,574,49952,12,4,Good,Unemployed,Owned,Single,1
63,Female,Bachelor,51428,18255,722,42176,60,5,Good,Unemployed,Rented,Divorced,0
19,Female,Master,122295,4409,334,6542,48,9,Bad,Employed,Mortgaged,Single,1
60,Male,Master,78822,13744,803,5566,48,9,Average,Unemployed,Owned,Married,1
18,Female,PhD,46490,2549,787,33462,24,7,Average,Employed,Rented,Single,1
68,Male,Master,70209,16085,443,1828,48,6,Good,Self-Employed,Owned,Married,1
53,Male,PhD,126237,45467,492,6893,60,5,Bad,Employed,Rented,Single,1
68,Male,Master,67351,21845,846,40401,48,4,Average,Employed,Owned,Divorced,1
43,Male,PhD,137681,15736,477,14261,12,2,Good,Employed,Rented,Married,1
46,Female,High School,61001,36389,617,14682,24,4,Good,Employed,Rented,Married,1
38,Female,PhD,65856,3529,690,14894,48,7,Average,Self-Employed,Owned,Single,0
28,Female,High School,145050,44117,450,14383,24,1,Average,Unemployed,Mortgaged,Single,1
57,Male,PhD,36410,48509,746,18441,12,3,Bad,Employed,Mortgaged,Divorced,1
28,Female,Master,72685,27932,840,22860,48,4,Good,Unemployed,Owned,Married,1
53,Female,Master,55386,9351,449,32161,60,7,Good,Employed,Owned,Single,1
66,Male,High School,94898,44062,507,36392,36,3,Average,Unemployed,Mortgaged,Single,0
56,Female,Bachelor,124943,12000,648,38150,48,4,Average,Self-Employed,Rented,Married,1
57,Male,Bachelor,146578,43959,561,9220,12,1,Good,Unemployed,Rented,Divorced,1
52,Female,PhD,141317,40167,712,9189,36,1,Bad,Unemployed,Rented,Married,1
51,Female,Master,109547,36349,388,40050,48,3,Good,Self-Employed,Mortgaged,Married,0
64,Female,Bachelor,92578,23949,557,48624,24,7,Bad,Unemployed,Owned,Divorced,1
41,Male,Master,45286,28569,791,39566,12,6,Bad,Employed,Rented,Married,1
39,Female,Master,31391,47694,847,7646,48,5,Bad,Employed,Owned,Married,1
22,Female,Master,46999,20318,395,35078,12,8,Good,Self-Employed,Mortgaged,Single,0
50,Female,PhD,22018,19695,703,8414,60,8,Average,Self-Employed,Mortgaged,Divorced,0
53,Female,High School,32952,16168,738,19729,36,4,Average,Self-Employed,Mortgaged,Divorced,0
64,Male,PhD,101776,38096,336,7841,36,6,Good,Employed,Rented,Divorced,0
37,Male,Bachelor,106798,40591,780,33587,60,1,Bad,Unemployed,Rented,Single,1
36,Female,High School,39282,21712,479,15891,36,9,Good,Self-Employed,Owned,Divorced,1
52,Female,Bachelor,107995,20500,624,49576,36,5,Average,Employed,Rented,Married,1
69,Female,High School,120351,4747,705,24970,60,8,Bad,Unemployed,Owned,Married,1
